location,bhk,washroom,total_sqft,furnishing,age,price,rent
Shyamla Hills,2,2,747,Unfurnished,1-5 years,45.92,44057.11
Gulmohar,3,3,1002,Semi Furnished,1-5 years,47.53,46644.0
Habibganj,3,3,1462,Semi Furnished,New,62.19,62484.2
MP Nagar,2,2,747,Unfurnished,1-5 years,30.3,34700.94
Bawadiya Kalan,4,3,1707,Unfurnished,New,99.89,88188.88
Kolar Road,5,4,2855,Unfurnished,New,183.34,182720.61
Narela,1,1,799,Unfurnished,1-5 years,34.12,35517.19
Barkheda,4,3,1559,Unfurnished,1-5 years,101.82,100085.02
jahangirabad,5,4,2804,Fully Furnished,1-5 years,183.42,158943.67
Vikas Nagar,1,1,449,Semi Furnished,New,23.67,23283.15
Bawadiya Kalan,3,3,1074,Semi Furnished,5-10 years,68.61,76988.45
Karond,2,2,973,Unfurnished,10+ years,53.7,57570.72
ibrahimpura,4,3,1983,Semi Furnished,10+ years,133.69,112535.48
Kolar hills,5,4,2626,Fully Furnished,1-5 years,123.79,118172.55
Saket nagar,4,3,2191,Unfurnished,1-5 years,120.83,118939.56
Chuna Bhatti,3,3,1171,Unfurnished,5-10 years,53.97,63319.47
Vijay nagar,3,3,1285,Fully Furnished,New,78.5,85923.97
Kolar Road,4,3,1597,Unfurnished,1-5 years,111.33,100774.92
Bairagarh,3,3,1566,Semi Furnished,1-5 years,95.22,94731.76
Gandhi nagar,2,2,822,Unfurnished,New,49.13,50688.31
Nizamuddin colony,3,3,1569,Fully Furnished,New,88.39,88989.09
sultaniya road,1,1,473,Unfurnished,1-5 years,26.57,28827.78
sultaniya road,2,2,823,Fully Furnished,5-10 years,50.06,49405.11
Govindpura,5,4,2843,Unfurnished,New,173.91,144552.77
Vikas Nagar,3,3,1247,Fully Furnished,1-5 years,65.31,71454.39
Service road,2,2,750,Unfurnished,New,50.08,54807.68
kohefiza,5,4,2210,Fully Furnished,New,108.02,106988.91
Chuna Bhatti,3,3,1076,Unfurnished,New,71.43,78191.53
Saket nagar,5,4,2617,Semi Furnished,10+ years,164.27,179980.58
Prabhat petrol pump,5,4,2620,Fully Furnished,1-5 years,108.16,124711.53
Bawadiya Kalan,2,2,760,Semi Furnished,New,32.0,32403.43
Ayodhya nagar,4,3,2124,Semi Furnished,5-10 years,114.94,96746.64
New market,2,2,786,Unfurnished,5-10 years,52.67,52011.6
MP Nagar,5,4,2484,Fully Furnished,1-5 years,163.15,143378.96
Karond,2,2,863,Fully Furnished,1-5 years,45.18,38712.04
sultaniya road,5,4,2341,Fully Furnished,5-10 years,127.82,112203.42
Kolar hills,1,1,538,Unfurnished,5-10 years,37.47,35392.73
Chuna Bhatti,1,1,693,Semi Furnished,10+ years,34.25,29529.09
kohefiza,2,2,873,Semi Furnished,5-10 years,39.32,33956.67
Arera Colony,1,1,405,Semi Furnished,5-10 years,25.59,23967.64
char Imli,5,4,2992,Semi Furnished,1-5 years,158.43,142854.71
Sonagiri,3,3,1158,Unfurnished,New,62.82,54962.02
Arjun Nagar,5,4,2964,Fully Furnished,5-10 years,172.39,189727.59
eidgah hills,1,1,720,Semi Furnished,1-5 years,35.85,36619.43
chuna bhatti,5,4,2649,Unfurnished,10+ years,135.75,144463.74
Lalghati,4,3,1911,Semi Furnished,5-10 years,120.77,124931.23
Shyamla Hills,3,3,1528,Semi Furnished,5-10 years,87.49,97546.21
Arera Colony,2,2,735,Semi Furnished,1-5 years,47.35,43168.48
Arjun Nagar,2,2,1046,Unfurnished,10+ years,53.45,53142.29
Kamla Nagar,1,1,421,Fully Furnished,1-5 years,20.1,20672.87
Bawadiya Kalan,1,1,525,Unfurnished,New,21.36,17942.76
eidgah hills,3,3,1591,Unfurnished,5-10 years,73.93,88212.66
Ayodhya bypass,5,4,2822,Semi Furnished,5-10 years,150.87,127430.89
Govindpura,3,3,1310,Semi Furnished,1-5 years,78.18,65068.65
Karond,3,3,1365,Fully Furnished,5-10 years,63.54,60280.23
Anand nagar,1,1,689,Unfurnished,10+ years,28.98,32306.57
Misrod,2,2,792,Unfurnished,1-5 years,44.55,44635.56
jahangirabad,5,4,2196,Unfurnished,New,104.13,114890.33
Lalghati,4,3,2000,Semi Furnished,5-10 years,117.95,105565.76
Service road,3,3,1291,Semi Furnished,New,71.77,70604.13
Kolar hills,4,3,1609,Fully Furnished,New,100.32,100935.1
chuna bhatti,2,2,910,Semi Furnished,1-5 years,47.04,44978.69
Hoshangabad Road,5,4,2454,Semi Furnished,New,159.86,188290.48
Arjun Nagar,5,4,2979,Semi Furnished,New,191.29,183002.75
ibrahimpura,1,1,513,Unfurnished,New,32.42,35285.42
New market,3,3,1600,Unfurnished,New,98.58,91852.6
Govindpura,1,1,766,Semi Furnished,10+ years,49.2,51567.18
kohefiza,2,2,711,Semi Furnished,1-5 years,43.07,39982.57
char Imli,1,1,637,Unfurnished,New,34.96,35502.86
Roshanpura,1,1,563,Unfurnished,New,37.27,43948.73
Tajul masjid,1,1,738,Semi Furnished,5-10 years,40.65,38953.51
Kolar Road,2,2,1001,Semi Furnished,5-10 years,57.29,48982.56
Minal,1,1,632,Fully Furnished,New,30.2,24444.77
char Imli,1,1,760,Fully Furnished,New,46.72,49927.12
ibrahimpura,2,2,1081,Unfurnished,New,45.4,54247.68
Narela,3,3,1440,Unfurnished,1-5 years,82.37,84167.15
Shyamla Hills,1,1,623,Unfurnished,1-5 years,38.26,31842.91
MP Nagar,1,1,530,Unfurnished,5-10 years,23.04,24630.74
MP Nagar,1,1,457,Fully Furnished,10+ years,25.18,23898.55
Gandhi nagar,2,2,1164,Fully Furnished,10+ years,59.6,48970.78
New market,1,1,425,Fully Furnished,5-10 years,25.44,26377.29
Chuna Bhatti,1,1,722,Fully Furnished,New,31.62,28350.97
Indrapuri,3,3,1487,Semi Furnished,1-5 years,72.37,64567.79
Misrod,1,1,755,Semi Furnished,10+ years,51.33,50720.55
Vikas Nagar,3,3,1444,Fully Furnished,New,85.25,76735.0
Bawadiya Kalan,1,1,625,Semi Furnished,10+ years,33.85,35998.97
Karond,4,3,2178,Semi Furnished,1-5 years,98.61,100596.6
chuna bhatti,3,3,1587,Fully Furnished,1-5 years,106.63,119281.73
Indrapuri,1,1,777,Fully Furnished,5-10 years,49.41,52078.26
Service road,2,2,1014,Fully Furnished,5-10 years,51.09,47473.15
Bittan Market,4,3,1831,Fully Furnished,5-10 years,89.65,106765.02
Hoshangabad Road,4,3,1472,Unfurnished,5-10 years,61.35,60622.5
Kolar hills,3,3,1019,Semi Furnished,New,70.68,57052.34
Roshanpura,1,1,471,Unfurnished,5-10 years,25.41,22991.96
Avadhpuri,5,4,2193,Semi Furnished,5-10 years,93.63,108221.28
Nizamuddin colony,4,3,2029,Fully Furnished,5-10 years,99.34,100449.24
Roshanpura,5,4,2966,Semi Furnished,1-5 years,171.01,180496.85
Kamla Nagar,3,3,1070,Semi Furnished,10+ years,57.47,54376.58
Arera Colony,3,3,1460,Unfurnished,5-10 years,82.02,69072.74
sultaniya road,1,1,537,Fully Furnished,5-10 years,21.53,25482.85
Nizamuddin colony,1,1,426,Semi Furnished,10+ years,22.78,19745.46
Shanti Nagar,5,4,2191,Unfurnished,1-5 years,106.55,96834.65
char Imli,5,4,2494,Fully Furnished,New,143.02,115140.71
Service road,4,3,1797,Unfurnished,5-10 years,88.97,98248.4
Lalghati,3,3,1165,Unfurnished,1-5 years,54.85,57879.31
Kolar hills,1,1,691,Fully Furnished,New,35.82,32902.03
Gulmohar,5,4,2740,Unfurnished,5-10 years,146.85,167852.11
eidgah hills,3,3,1477,Unfurnished,1-5 years,75.88,71093.41
Vikas Nagar,4,3,1411,Fully Furnished,10+ years,66.05,67033.57
Indrapuri,5,4,2158,Semi Furnished,1-5 years,88.49,89006.41
Chuna Bhatti,5,4,2907,Unfurnished,10+ years,181.8,171789.47
MP Nagar,1,1,709,Unfurnished,New,42.01,45994.82
Barkheda,1,1,499,Fully Furnished,1-5 years,25.38,25063.53
Arjun Nagar,3,3,1274,Unfurnished,10+ years,73.7,63645.17
Bawadiya Kalan,1,1,640,Fully Furnished,10+ years,34.89,34760.6
Misrod,4,3,2185,Unfurnished,5-10 years,144.52,135454.75
kohefiza,3,3,1340,Semi Furnished,New,76.63,75223.38
Avadhpuri,4,3,2102,Semi Furnished,10+ years,144.95,156755.52
Roshanpura,5,4,2124,Fully Furnished,1-5 years,133.48,112265.83
ibrahimpura,3,3,1239,Unfurnished,1-5 years,85.33,95535.87
Kamla Nagar,2,2,899,Unfurnished,New,38.35,41048.19
Arera Colony,2,2,1119,Fully Furnished,1-5 years,68.77,77975.7
Bawadiya Kalan,1,1,547,Unfurnished,10+ years,31.62,28094.45
Prabhat petrol pump,4,3,1823,Semi Furnished,New,109.15,115863.4
Habibganj,3,3,1021,Semi Furnished,1-5 years,61.07,54903.86
Misrod,4,3,1705,Fully Furnished,10+ years,114.13,115272.23
Shyamla Hills,5,4,2669,Fully Furnished,New,144.08,149554.38
Barkheda,4,3,1648,Semi Furnished,1-5 years,77.1,63396.96
char Imli,1,1,408,Fully Furnished,10+ years,25.02,27522.05
Bairagarh,1,1,506,Unfurnished,10+ years,22.47,19637.39
Kolar hills,2,2,805,Fully Furnished,10+ years,54.24,64665.31
char Imli,1,1,704,Fully Furnished,10+ years,33.25,34091.57
char Imli,5,4,2123,Unfurnished,New,126.03,101285.19
Kamla Nagar,4,3,1912,Semi Furnished,New,91.21,107806.53
Shivaji Nagar,4,3,2145,Fully Furnished,10+ years,112.56,131078.36
Minal,5,4,2792,Unfurnished,10+ years,166.88,134070.36
Misrod,2,2,800,Semi Furnished,New,45.18,38232.08
Narela,5,4,2891,Fully Furnished,10+ years,168.97,156740.42
Ratnagiri,5,4,2671,Fully Furnished,1-5 years,159.66,162495.61
Saket nagar,4,3,2005,Fully Furnished,1-5 years,129.36,145689.81
Ashoka garden,4,3,2184,Fully Furnished,10+ years,144.32,133698.86
Gulmohar,5,4,2966,Semi Furnished,1-5 years,123.31,119840.1
MP Nagar,3,3,1294,Fully Furnished,5-10 years,58.37,52047.45
Habibganj,5,4,2331,Unfurnished,1-5 years,162.7,188651.69
Ashoka garden,5,4,2145,Unfurnished,1-5 years,114.27,107524.55
Kolar hills,2,2,993,Semi Furnished,10+ years,57.24,48981.94
Ayodhya nagar,5,4,2070,Semi Furnished,1-5 years,91.7,94442.0
VIP road,3,3,1159,Fully Furnished,1-5 years,71.81,75894.64
Tajul masjid,1,1,603,Semi Furnished,New,32.83,36349.14
Ashoka garden,3,3,1246,Semi Furnished,5-10 years,50.7,54229.38
Ashoka garden,5,4,2559,Unfurnished,10+ years,143.86,162449.17
New market,3,3,1600,Unfurnished,10+ years,109.09,116714.08
Roshanpura,4,3,1648,Fully Furnished,New,102.01,84612.09
Barkheda,3,3,1213,Fully Furnished,New,78.11,84174.61
Minal,2,2,1122,Unfurnished,1-5 years,69.63,75786.77
Vijay nagar,5,4,2551,Semi Furnished,1-5 years,168.36,155779.99
chuna bhatti,2,2,747,Semi Furnished,10+ years,33.27,39484.57
Bairagarh,5,4,2150,Unfurnished,New,115.6,127304.16
MP Nagar,1,1,473,Unfurnished,1-5 years,22.93,24913.09
Hoshangabad Road,4,3,1847,Unfurnished,New,114.79,104862.65
Tajul masjid,4,3,1411,Unfurnished,1-5 years,81.55,65261.29
Ratnagiri,1,1,547,Semi Furnished,10+ years,27.42,24666.98
Shanti Nagar,3,3,1179,Semi Furnished,New,57.48,67045.14
Narela,1,1,484,Semi Furnished,New,21.81,26059.73
Govindpura,1,1,567,Semi Furnished,1-5 years,28.87,28366.56
Service road,5,4,2964,Semi Furnished,5-10 years,146.46,171472.03
eidgah hills,3,3,1058,Unfurnished,10+ years,62.87,61577.89
Ayodhya bypass,5,4,2738,Fully Furnished,5-10 years,150.24,145362.55
Vijay nagar,5,4,2834,Fully Furnished,1-5 years,167.52,171635.08
MP Nagar,1,1,617,Fully Furnished,New,28.49,27193.02
Ratnagiri,2,2,898,Semi Furnished,10+ years,46.89,49395.06
chuna bhatti,4,3,1740,Fully Furnished,1-5 years,121.03,102609.72
Shyamla Hills,4,3,1858,Fully Furnished,5-10 years,110.97,112566.85
Vijay nagar,1,1,732,Unfurnished,New,36.31,39370.29
Sonagiri,4,3,2065,Semi Furnished,5-10 years,92.21,78901.76
Ayodhya bypass,1,1,759,Fully Furnished,1-5 years,41.7,47258.69
Gulmohar,5,4,2916,Fully Furnished,New,190.13,178666.3
Shanti Nagar,3,3,1415,Semi Furnished,1-5 years,77.37,77611.3
Misrod,2,2,986,Semi Furnished,1-5 years,52.89,60060.51
kohefiza,3,3,1065,Unfurnished,5-10 years,70.64,71172.24
VIP road,3,3,1045,Semi Furnished,10+ years,56.17,46477.3
Ratnagiri,2,2,1173,Unfurnished,1-5 years,77.26,90321.45
Govindpura,5,4,2237,Unfurnished,1-5 years,103.71,98326.52
Govindpura,3,3,1369,Fully Furnished,New,66.7,65608.63
Kamla Nagar,5,4,2758,Unfurnished,10+ years,157.41,167734.57
Indrapuri,5,4,2846,Semi Furnished,10+ years,161.33,149001.04
Misrod,4,3,1740,Fully Furnished,1-5 years,105.12,110830.5
ibrahimpura,5,4,2249,Unfurnished,5-10 years,99.42,117339.11
eidgah hills,1,1,615,Fully Furnished,5-10 years,36.37,33675.39
Shyamla Hills,2,2,817,Unfurnished,5-10 years,34.15,39425.22
Prabhat petrol pump,3,3,1082,Unfurnished,New,54.16,53831.78
Kamla Nagar,5,4,2534,Fully Furnished,New,107.86,92798.22
Narela,2,2,779,Fully Furnished,New,34.01,35461.47
Chuna Bhatti,4,3,1766,Fully Furnished,10+ years,102.8,98551.08
Minal,2,2,929,Fully Furnished,1-5 years,64.79,58216.54
Kamla Nagar,1,1,695,Fully Furnished,5-10 years,43.03,49369.47
Nizamuddin colony,4,3,2172,Semi Furnished,5-10 years,89.42,85996.64
kohefiza,2,2,757,Unfurnished,10+ years,37.04,44222.92
Arera Colony,4,3,1715,Semi Furnished,10+ years,76.88,88451.31
Hoshangabad Road,3,3,1063,Fully Furnished,New,49.23,47579.83
Minal,4,3,2194,Unfurnished,1-5 years,122.23,126617.57
Ashoka garden,3,3,1287,Fully Furnished,10+ years,69.85,56470.09
Barkheda,3,3,1345,Semi Furnished,1-5 years,82.57,76160.16
Anand nagar,2,2,903,Fully Furnished,1-5 years,50.71,41120.69
Arjun Nagar,2,2,1156,Semi Furnished,New,76.26,62433.78
Gulmohar,2,2,909,Fully Furnished,1-5 years,42.32,46278.3
Minal,3,3,1026,Unfurnished,5-10 years,67.98,67896.25
VIP road,2,2,1146,Semi Furnished,1-5 years,50.53,48576.48
kohefiza,2,2,865,Semi Furnished,New,53.21,58843.17
Bittan Market,3,3,1145,Semi Furnished,10+ years,65.31,66809.5
Nizamuddin colony,3,3,1106,Fully Furnished,1-5 years,47.33,40259.34
Bairagarh,2,2,962,Unfurnished,5-10 years,51.15,43556.94
Hoshangabad Road,2,2,929,Semi Furnished,1-5 years,48.28,57887.88
char Imli,4,3,1657,Semi Furnished,1-5 years,91.68,85166.84
Bittan Market,4,3,2165,Semi Furnished,New,110.87,104357.15
kohefiza,2,2,1153,Fully Furnished,1-5 years,64.4,56667.5
Gandhi nagar,3,3,1069,Fully Furnished,1-5 years,68.95,80199.34
Kolar Road,1,1,651,Semi Furnished,10+ years,35.88,35165.21
Govindpura,2,2,927,Fully Furnished,10+ years,46.87,41998.69
Gulmohar,3,3,1120,Semi Furnished,1-5 years,74.74,79576.12
Hoshangabad Road,5,4,2294,Semi Furnished,5-10 years,144.72,164024.95
MP Nagar,1,1,767,Fully Furnished,10+ years,45.38,40368.74
VIP road,4,3,1644,Unfurnished,10+ years,88.17,89844.33
VIP road,2,2,1183,Unfurnished,New,70.96,59655.42
Ashoka garden,2,2,737,Fully Furnished,1-5 years,39.75,45987.13
char Imli,1,1,689,Unfurnished,10+ years,33.37,33498.12
Habibganj,1,1,464,Fully Furnished,5-10 years,28.22,32058.19
Kolar hills,3,3,1445,Semi Furnished,10+ years,71.44,71526.5
Narela,2,2,1106,Semi Furnished,10+ years,56.41,63837.91
Shyamla Hills,4,3,1806,Fully Furnished,5-10 years,88.45,84095.29
Shyamla Hills,3,3,1346,Semi Furnished,New,62.28,52918.85
Bairagarh,1,1,699,Unfurnished,10+ years,29.53,24995.4
eidgah hills,4,3,2002,Unfurnished,5-10 years,101.7,91370.17
Service road,1,1,439,Unfurnished,New,30.71,28539.71
Barkheda,4,3,1414,Semi Furnished,1-5 years,72.41,86699.89
eidgah hills,4,3,1547,Unfurnished,5-10 years,66.75,55073.41
Kamla Nagar,4,3,1632,Unfurnished,5-10 years,65.86,68048.67
Arjun Nagar,1,1,588,Fully Furnished,1-5 years,28.75,29374.17
Karond,4,3,1618,Semi Furnished,1-5 years,93.37,80159.74
Avadhpuri,1,1,438,Fully Furnished,New,20.71,18429.62
Ayodhya bypass,5,4,2475,Fully Furnished,5-10 years,100.84,82427.52
Bittan Market,5,4,2744,Semi Furnished,10+ years,180.25,162038.12
Karond,4,3,2062,Semi Furnished,10+ years,124.18,141988.24
Bawadiya Kalan,5,4,2205,Unfurnished,5-10 years,123.73,135427.37
Indrapuri,3,3,1124,Unfurnished,New,71.0,65675.45
chuna bhatti,2,2,1167,Unfurnished,1-5 years,76.55,75304.34
Arjun Nagar,1,1,566,Semi Furnished,5-10 years,30.95,28191.79
chuna bhatti,2,2,930,Unfurnished,5-10 years,55.27,44978.63
Ayodhya bypass,2,2,867,Semi Furnished,10+ years,56.87,60738.12
Barkheda,1,1,484,Unfurnished,10+ years,26.61,24605.16
ibrahimpura,1,1,611,Semi Furnished,10+ years,27.98,29034.98
Kolar Road,4,3,1507,Semi Furnished,1-5 years,89.97,98107.91
Shivaji Nagar,2,2,1141,Semi Furnished,5-10 years,56.44,57108.93
eidgah hills,5,4,2960,Unfurnished,New,158.78,187513.2
eidgah hills,4,3,2114,Semi Furnished,10+ years,143.54,141040.06
sultaniya road,5,4,2244,Fully Furnished,10+ years,133.1,137966.44
Govindpura,2,2,877,Unfurnished,10+ years,41.57,40355.63
Gandhi nagar,1,1,540,Fully Furnished,New,31.78,32413.66
Sonagiri,5,4,2164,Unfurnished,1-5 years,136.03,133131.02
Vijay nagar,3,3,1189,Unfurnished,5-10 years,74.82,71417.72
Service road,1,1,411,Fully Furnished,1-5 years,24.51,20330.35
Ratnagiri,4,3,1447,Fully Furnished,10+ years,61.16,63651.65
chuna bhatti,3,3,1416,Semi Furnished,1-5 years,89.1,77759.6
Prabhat petrol pump,2,2,925,Fully Furnished,5-10 years,39.52,40213.94
Avadhpuri,2,2,917,Unfurnished,5-10 years,40.79,46074.92
ibrahimpura,2,2,946,Semi Furnished,5-10 years,62.16,59913.45
Narela,1,1,748,Unfurnished,New,45.95,47323.39
Misrod,5,4,2492,Fully Furnished,1-5 years,146.69,147693.52
Ashoka garden,4,3,2003,Fully Furnished,1-5 years,139.22,114184.16
Ashoka garden,2,2,931,Fully Furnished,New,44.01,49473.44
ibrahimpura,3,3,1053,Semi Furnished,5-10 years,62.3,63472.81
Avadhpuri,1,1,581,Unfurnished,10+ years,39.19,40691.3
Kolar Road,2,2,707,Fully Furnished,5-10 years,36.24,31171.61
Narela,1,1,755,Fully Furnished,1-5 years,40.49,37033.84
Arjun Nagar,3,3,1008,Semi Furnished,10+ years,42.26,44806.59
Sonagiri,3,3,1084,Fully Furnished,1-5 years,44.04,39147.34
kohefiza,2,2,860,Semi Furnished,5-10 years,42.93,35789.79
Shivaji Nagar,5,4,2458,Semi Furnished,New,116.18,125924.6
Shyamla Hills,3,3,1438,Fully Furnished,5-10 years,79.94,91621.28
Vikas Nagar,1,1,668,Fully Furnished,10+ years,40.53,40593.4
Hoshangabad Road,3,3,1091,Unfurnished,5-10 years,47.08,50538.69
Minal,2,2,914,Fully Furnished,10+ years,59.24,54162.47
Service road,4,3,1818,Fully Furnished,10+ years,108.7,98827.46
Barkheda,5,4,2086,Semi Furnished,5-10 years,99.66,114147.06
Kamla Nagar,5,4,2978,Unfurnished,5-10 years,146.66,162015.66
Saket nagar,4,3,2153,Fully Furnished,10+ years,134.97,121918.33
Saket nagar,1,1,426,Unfurnished,10+ years,25.03,28877.4
Chuna Bhatti,4,3,1760,Semi Furnished,1-5 years,75.46,76816.49
Ashoka garden,1,1,736,Fully Furnished,10+ years,36.0,41377.5
Minal,5,4,2990,Fully Furnished,10+ years,164.4,190009.94
Habibganj,2,2,986,Semi Furnished,1-5 years,56.61,62803.25
Hoshangabad Road,2,2,896,Semi Furnished,10+ years,42.53,38033.61
ibrahimpura,1,1,612,Fully Furnished,1-5 years,41.49,37891.95
Ratnagiri,3,3,1181,Fully Furnished,10+ years,59.16,60309.69
Ratnagiri,2,2,956,Fully Furnished,New,47.88,49998.09
Roshanpura,4,3,2048,Semi Furnished,1-5 years,141.75,117583.24
Hoshangabad Road,5,4,2102,Unfurnished,1-5 years,116.48,97573.16
Vikas Nagar,4,3,1560,Semi Furnished,5-10 years,69.91,81786.6
Indrapuri,2,2,1032,Unfurnished,10+ years,55.23,55548.68
Prabhat petrol pump,2,2,1045,Semi Furnished,10+ years,60.99,50441.66
Ratnagiri,1,1,528,Semi Furnished,10+ years,28.42,33411.87
Piplani,2,2,772,Semi Furnished,10+ years,48.69,41924.21
Roshanpura,2,2,1023,Semi Furnished,5-10 years,69.89,69562.19
Karond,1,1,663,Semi Furnished,New,34.85,36110.01
Kolar Road,3,3,1032,Fully Furnished,5-10 years,51.33,44936.71
Narela,1,1,550,Unfurnished,1-5 years,27.96,24495.38
Sonagiri,4,3,1779,Fully Furnished,5-10 years,122.84,131386.03
kohefiza,3,3,1569,Semi Furnished,1-5 years,90.57,103052.62
Ratnagiri,2,2,1136,Unfurnished,New,59.64,64403.84
Barkheda,1,1,755,Semi Furnished,5-10 years,42.29,42953.25
Anand nagar,3,3,1513,Semi Furnished,1-5 years,67.87,63702.11
Vikas Nagar,3,3,1077,Fully Furnished,10+ years,68.29,77954.58
Shanti Nagar,2,2,812,Semi Furnished,5-10 years,38.12,31047.77
Avadhpuri,1,1,744,Semi Furnished,5-10 years,33.26,28919.2
Tajul masjid,2,2,1180,Unfurnished,5-10 years,53.58,57861.22
Arjun Nagar,3,3,1460,Unfurnished,10+ years,67.12,58552.75
char Imli,1,1,568,Semi Furnished,1-5 years,39.02,43429.24
chuna bhatti,5,4,2476,Semi Furnished,10+ years,166.25,197610.28
Gulmohar,2,2,1080,Semi Furnished,10+ years,59.96,56538.5
jahangirabad,2,2,857,Unfurnished,5-10 years,54.42,46558.67
Avadhpuri,5,4,2112,Fully Furnished,10+ years,113.0,123799.34
Sonagiri,2,2,904,Semi Furnished,5-10 years,59.15,51903.47
Shyamla Hills,1,1,711,Semi Furnished,1-5 years,39.51,42870.9
Habibganj,3,3,1403,Unfurnished,New,70.04,74508.73
eidgah hills,5,4,2887,Unfurnished,New,125.02,125095.29
Bairagarh,5,4,2283,Unfurnished,5-10 years,133.37,121270.52
Roshanpura,3,3,1444,Unfurnished,New,82.14,80711.7
kohefiza,2,2,983,Unfurnished,10+ years,54.18,50663.2
ibrahimpura,3,3,1261,Fully Furnished,New,69.33,76385.07
Misrod,4,3,1602,Unfurnished,1-5 years,99.55,92852.28
eidgah hills,5,4,2397,Unfurnished,5-10 years,151.26,175556.72
Shanti Nagar,2,2,1149,Unfurnished,1-5 years,61.47,56171.41
Shanti Nagar,3,3,1413,Unfurnished,10+ years,60.94,60569.56
jahangirabad,2,2,997,Fully Furnished,5-10 years,40.45,32896.39
Arera Colony,5,4,2211,Fully Furnished,10+ years,105.71,88542.2
Ashoka garden,4,3,1757,Fully Furnished,New,112.68,91359.25
Karond,2,2,917,Fully Furnished,New,37.19,42636.16
ibrahimpura,1,1,436,Semi Furnished,1-5 years,17.92,21077.95
jahangirabad,1,1,796,Fully Furnished,1-5 years,33.57,27375.31
Sonagiri,1,1,417,Fully Furnished,10+ years,17.84,16020.52
Shyamla Hills,3,3,1220,Semi Furnished,1-5 years,57.11,61210.84
Prabhat petrol pump,1,1,409,Semi Furnished,10+ years,28.26,24450.44
Shyamla Hills,4,3,1579,Unfurnished,1-5 years,106.41,102391.89
Kolar hills,5,4,2619,Semi Furnished,1-5 years,175.45,196526.27
Tajul masjid,1,1,581,Semi Furnished,1-5 years,27.47,31552.03
Anand nagar,3,3,1024,Fully Furnished,New,47.35,50120.01
Kolar hills,3,3,1126,Semi Furnished,New,68.97,78939.98
Bittan Market,4,3,1804,Unfurnished,5-10 years,76.19,90968.21
Kolar hills,5,4,2085,Unfurnished,New,116.99,94532.72
Kolar Road,4,3,2133,Unfurnished,5-10 years,106.31,104358.45
Bairagarh,4,3,1793,Unfurnished,5-10 years,85.55,77890.46
New market,1,1,455,Semi Furnished,New,30.53,30948.69
jahangirabad,2,2,765,Semi Furnished,5-10 years,44.72,39826.62
Kamla Nagar,1,1,435,Semi Furnished,5-10 years,27.43,29609.3
Narela,1,1,734,Unfurnished,5-10 years,43.84,45242.21
Kolar Road,2,2,1046,Unfurnished,5-10 years,50.86,56688.36
Kolar Road,2,2,1111,Unfurnished,10+ years,68.56,75580.37
Govindpura,1,1,464,Unfurnished,1-5 years,28.58,31990.04
kohefiza,1,1,643,Fully Furnished,5-10 years,33.95,30787.38
Habibganj,4,3,1655,Semi Furnished,New,109.8,96851.86
Barkheda,2,2,1057,Semi Furnished,New,65.29,65861.73
Ashoka garden,3,3,1197,Unfurnished,5-10 years,77.87,74911.38
Chuna Bhatti,1,1,400,Unfurnished,10+ years,20.88,19555.87
New market,2,2,1183,Unfurnished,10+ years,76.37,74504.76
Roshanpura,2,2,901,Semi Furnished,5-10 years,43.53,46284.85
chuna bhatti,2,2,775,Fully Furnished,5-10 years,44.85,50196.47
Kolar hills,2,2,760,Semi Furnished,New,51.74,51519.38
Ratnagiri,3,3,1112,Fully Furnished,1-5 years,66.85,71274.65
Prabhat petrol pump,5,4,2689,Unfurnished,10+ years,149.53,126869.19
Bairagarh,4,3,1590,Unfurnished,5-10 years,67.33,57469.78
Misrod,5,4,2705,Fully Furnished,1-5 years,120.02,111963.06
Piplani,2,2,930,Fully Furnished,1-5 years,54.65,47042.21
