location,floors,rooms,washroom,total_sqft,furnishing,age,price,rent
Vikas Nagar,5,7,3,4359,Unfurnished,12,29639792,98713
Shivaji Nagar,4,6,3,2275,Furnished,21,13595617,44703
Avadhpuri,4,7,4,3205,Furnished,25,14109100,39850
sultaniya road,5,6,1,4836,Furnished,16,25059590,77867
ibrahimpura,4,6,4,3402,Unfurnished,17,14668591,37657
Service road,4,5,4,2077,Unfurnished,13,12088277,40393
Gulmohar,3,3,3,1426,Semi-Furnished,5,9130563,29760
ibrahimpura,3,3,2,1410,Unfurnished,13,6132864,14758
Gulmohar,2,2,1,1077,Semi-Furnished,24,6850229,21671
Kolar hills,4,4,1,2552,Unfurnished,11,12835166,39391
char Imli,3,4,3,1654,Semi-Furnished,0,10959455,35610
Avadhpuri,4,5,4,3121,Furnished,21,13760375,42403
Service road,2,2,4,1094,Semi-Furnished,21,6408347,22741
Sonagiri,4,6,2,2572,Unfurnished,19,11760757,29156
Narela,4,7,1,3188,Furnished,25,13680025,35300
Bittan Market,4,7,4,3270,Unfurnished,23,22913824,70659
Karond,3,5,3,1810,Unfurnished,16,8833342,26222
Ratnagiri,1,1,3,635,Unfurnished,3,2917674,8218
Saket nagar,1,1,3,477,Unfurnished,5,3238706,10018
Prabhat petrol pump,5,8,1,4046,Unfurnished,8,19753087,55669
Bairagarh,3,4,2,1469,Unfurnished,28,6580675,17528
ibrahimpura,3,5,4,1601,Furnished,2,6907416,19153
Shivaji Nagar,1,2,2,506,Unfurnished,5,3091257,10909
Ayodhya nagar,2,3,3,964,Furnished,8,6064530,21026
Indrapuri,1,2,3,521,Unfurnished,20,2064726,4618
jahangirabad,2,2,3,841,Unfurnished,16,3903321,8874
Govindpura,3,6,3,1685,Unfurnished,29,8981150,25354
Vikas Nagar,4,6,3,2649,Unfurnished,11,18017805,59436
Gulmohar,5,16,2,4662,Unfurnished,18,29801051,99377
Anand nagar,3,4,3,1407,Semi-Furnished,17,8244269,26613
Gandhi nagar,2,2,3,883,Furnished,10,5442083,21754
Kolar hills,3,6,2,1511,Unfurnished,17,7597288,21217
Gulmohar,4,10,1,2854,Furnished,3,18265001,60362
New market,1,1,2,405,Semi-Furnished,0,2790431,8619
Sonagiri,1,1,4,557,Unfurnished,26,2571190,6342
New market,1,1,4,683,Semi-Furnished,21,4771386,15372
ibrahimpura,2,3,1,910,Semi-Furnished,16,3871582,8651
Tajul masjid,4,10,3,3457,Semi-Furnished,29,19017985,60792
char Imli,4,4,1,3478,Furnished,15,22984885,74423
chuna bhatti,3,4,1,1576,Unfurnished,21,7399343,19850
Gulmohar,2,2,2,1054,Unfurnished,5,6646222,21995
Narela,4,6,4,2004,Furnished,12,8583482,20706
Bittan Market,5,14,2,4272,Furnished,3,29963078,93892
Ayodhya nagar,5,11,4,4135,Furnished,10,25651221,93254
eidgah hills,3,4,4,1619,Semi-Furnished,26,9797806,31805
Ayodhya nagar,5,12,4,4577,Furnished,4,28395072,104163
Karond,2,3,2,982,Furnished,24,4840065,14691
Bawadiya Kalan,5,12,2,3607,Semi-Furnished,4,16285431,42603
Misrod,4,11,3,3499,Semi-Furnished,5,14782009,36927
Vikas Nagar,2,2,2,963,Unfurnished,4,6600000,23147
sultaniya road,3,6,1,1612,Semi-Furnished,18,8366247,25117
Ratnagiri,1,1,1,454,Furnished,1,2218456,7800
Prabhat petrol pump,2,4,4,1003,Semi-Furnished,4,4824992,14583
Shanti Nagar,3,4,3,1251,Unfurnished,14,7365943,22721
Ayodhya nagar,4,5,3,2366,Unfurnished,10,14600908,54199
Bawadiya Kalan,2,3,4,881,Semi-Furnished,3,3882096,10164
Bairagarh,3,5,2,1356,Semi-Furnished,7,6113186,16019
Roshanpura,3,6,2,1910,Semi-Furnished,13,9071734,27862
Piplani,2,3,1,939,Semi-Furnished,14,6565005,21348
Hoshangabad Road,4,8,4,2755,Semi-Furnished,7,14040123,41872
Bittan Market,2,2,3,1031,Furnished,21,7249522,20687
Ayodhya nagar,5,8,1,4533,Unfurnished,3,28157225,104138
Nizamuddin colony,3,5,4,1485,Semi-Furnished,25,9655928,29645
Roshanpura,5,19,3,4929,Furnished,2,23606238,68805
New market,1,2,3,711,Semi-Furnished,24,5013376,15527
Kamla Nagar,4,8,2,3129,Unfurnished,1,16176611,50340
ibrahimpura,2,4,2,1065,Unfurnished,14,4502649,13290
Kamla Nagar,1,1,1,439,Unfurnished,4,2323825,8361
Ayodhya nagar,1,2,4,631,Unfurnished,26,3825370,14604
Lalghati,2,2,3,848,Semi-Furnished,1,4165558,12421
Vikas Nagar,2,2,4,883,Furnished,29,5964403,19705
Bittan Market,2,2,2,925,Semi-Furnished,13,6486797,19496
chuna bhatti,3,3,4,1866,Semi-Furnished,26,8864895,25276
VIP road,5,9,4,3528,Furnished,12,22840962,74642
Shivaji Nagar,1,1,2,416,Furnished,26,2400856,7102
Nizamuddin colony,3,4,2,1780,Furnished,8,11555766,38939
Gandhi nagar,4,7,2,2162,Semi-Furnished,18,13454425,50482
MP Nagar,1,2,4,755,Semi-Furnished,11,6131320,19704
Karond,5,10,2,3164,Unfurnished,29,15416187,43657
eidgah hills,3,5,2,1869,Semi-Furnished,12,11283270,37022
Misrod,5,5,4,3132,Semi-Furnished,13,13119429,35033
Karond,1,2,2,619,Semi-Furnished,9,2955934,6736
Bairagarh,1,1,2,553,Unfurnished,6,2526900,5381
Tajul masjid,2,3,1,918,Semi-Furnished,26,4958883,16093
Lalghati,2,4,3,1137,Semi-Furnished,23,5495910,14398
Kolar Road,4,7,3,3045,Furnished,14,15239550,44520
Piplani,3,6,1,1622,Furnished,0,11311728,34424
Kolar hills,5,5,2,3330,Semi-Furnished,11,16716129,48251
Narela,2,3,3,855,Furnished,11,3735786,10922
Prabhat petrol pump,3,4,3,1521,Unfurnished,2,7530803,20812
Chuna Bhatti,2,2,1,981,Semi-Furnished,29,4644770,12829
Habibganj,2,2,2,1054,Unfurnished,5,5862427,17381
Gulmohar,4,4,2,2863,Furnished,19,18356422,59366
Minal,3,3,3,1204,Unfurnished,8,5647071,17059
Service road,1,1,1,588,Unfurnished,15,3328430,9575
Avadhpuri,2,4,1,1150,Unfurnished,19,4984040,13351
chuna bhatti,4,9,1,2459,Furnished,7,11470746,31365
ibrahimpura,3,5,3,1478,Furnished,6,6429930,16887
Gandhi nagar,3,5,4,1412,Unfurnished,10,8787478,34417
Service road,2,3,1,911,Unfurnished,3,5280112,16443
Ayodhya bypass,4,6,1,2793,Unfurnished,8,14752951,44129
Ayodhya bypass,1,1,1,763,Unfurnished,29,4079563,12985
kohefiza,4,5,3,3149,Furnished,21,14215489,38031
Bairagarh,1,2,3,684,Furnished,23,3079607,6843
Habibganj,1,2,3,501,Semi-Furnished,5,2664992,8489
Barkheda,3,4,1,1436,Semi-Furnished,10,6317685,19820
Misrod,5,6,4,3510,Semi-Furnished,23,14699005,39174
Chuna Bhatti,3,3,3,1251,Semi-Furnished,19,5895226,14786
Sonagiri,5,10,2,4192,Semi-Furnished,29,19341779,50291
Misrod,5,12,1,4332,Unfurnished,5,18172977,45760
sultaniya road,4,5,2,2001,Furnished,6,10471723,31907
Habibganj,5,10,3,4947,Semi-Furnished,30,27219017,89549
VIP road,1,1,4,714,Semi-Furnished,19,4676597,14004
Lalghati,5,11,1,3018,Semi-Furnished,23,14577647,42573
Kolar hills,1,1,4,452,Semi-Furnished,15,2274574,6519
Service road,2,4,2,1118,Unfurnished,27,6452272,21170
eidgah hills,2,3,1,930,Furnished,5,5581444,18211
Hoshangabad Road,5,10,3,3636,Furnished,10,18484164,56407
Karond,4,7,3,2134,Unfurnished,8,10433276,30795
Ayodhya nagar,2,3,4,1083,Unfurnished,1,6709887,24769
Shanti Nagar,5,7,2,3604,Semi-Furnished,22,21304172,70143
Shanti Nagar,5,10,1,4924,Furnished,3,29112594,94052
Kamla Nagar,5,8,3,3100,Semi-Furnished,8,16181577,49717
Roshanpura,5,11,2,4691,Semi-Furnished,11,22582663,66094
Ayodhya bypass,4,13,4,3330,Furnished,13,17677393,54639
jahangirabad,1,1,2,581,Semi-Furnished,19,2758973,6525
Ayodhya nagar,2,3,3,910,Unfurnished,25,5716204,19279
Sonagiri,5,13,2,3813,Semi-Furnished,7,17536986,47439
Saket nagar,1,2,4,706,Semi-Furnished,9,4886194,15572
VIP road,1,1,2,710,Furnished,6,4693270,15141
sultaniya road,1,3,4,775,Semi-Furnished,25,3976870,10995
VIP road,2,4,3,1046,Unfurnished,21,6865098,20380
ibrahimpura,5,7,1,3551,Semi-Furnished,6,15182941,38129
Kamla Nagar,3,6,4,1892,Unfurnished,13,9742783,31831
Nizamuddin colony,4,8,3,3109,Furnished,26,20256557,63290
Kamla Nagar,2,2,4,1100,Semi-Furnished,0,5678786,16942
Kolar hills,3,3,2,1428,Furnished,29,7053964,22027
Piplani,3,4,1,1533,Semi-Furnished,7,10718679,35653
Misrod,1,1,4,602,Furnished,10,2515121,5777
Shanti Nagar,1,1,1,687,Furnished,13,4024543,13397
Bawadiya Kalan,5,9,2,4671,Unfurnished,29,21113719,55268
Chuna Bhatti,3,3,4,1581,Unfurnished,22,7470443,22373
Kolar hills,1,2,1,610,Semi-Furnished,29,2990021,8048
Lalghati,4,4,3,2647,Furnished,19,12692055,37453
Ayodhya bypass,2,3,1,809,Unfurnished,18,4240881,11114
New market,2,4,2,1115,Semi-Furnished,8,7882313,23802
Tajul masjid,3,3,1,1410,Furnished,28,7708599,26111
Sonagiri,4,10,4,2562,Semi-Furnished,23,11708633,31928
Piplani,2,2,2,982,Semi-Furnished,9,6828968,20524
Barkheda,4,9,1,3121,Semi-Furnished,27,13697675,40987
Shivaji Nagar,5,5,4,3055,Furnished,5,18343112,61636
chuna bhatti,5,8,1,3832,Unfurnished,11,17981813,48656
Narela,4,7,1,2154,Semi-Furnished,11,9357268,22128
char Imli,1,1,3,682,Unfurnished,2,4557286,12863
Vijay nagar,2,2,4,996,Semi-Furnished,11,7087967,25022
Kolar hills,5,6,3,3059,Semi-Furnished,25,15231647,47387
Bairagarh,2,4,3,1045,Unfurnished,13,4621033,10730
chuna bhatti,2,3,3,844,Furnished,2,3967599,9657
Nizamuddin colony,1,1,1,618,Unfurnished,19,4018278,10994
Chuna Bhatti,4,4,2,2510,Unfurnished,1,11728679,32937
Chuna Bhatti,5,6,2,3347,Furnished,16,15654666,43768
Roshanpura,1,1,3,736,Semi-Furnished,24,3575004,9947
Anand nagar,2,2,4,855,Furnished,19,4983211,17054
VIP road,2,3,1,882,Unfurnished,14,5640432,16692
Indrapuri,2,4,4,1119,Unfurnished,9,4567524,11639
Sonagiri,5,12,3,4925,Furnished,9,22683417,59149
Bawadiya Kalan,4,5,1,2318,Furnished,12,10441075,27000
jahangirabad,3,3,4,1987,Furnished,6,9112132,25584
Bairagarh,5,16,1,4813,Furnished,11,21638155,55897
Shyamla Hills,1,2,2,542,Unfurnished,13,4046625,12227
Shanti Nagar,1,1,4,498,Unfurnished,14,2851695,8836
MP Nagar,4,8,3,2282,Semi-Furnished,6,18257664,58612
Vijay nagar,5,10,1,3173,Unfurnished,23,22908381,76586
jahangirabad,3,5,2,1295,Semi-Furnished,2,5868622,17502
Avadhpuri,1,2,4,547,Semi-Furnished,3,2336291,7387
Nizamuddin colony,5,7,3,4408,Unfurnished,12,28621815,93928
Lalghati,4,5,4,2376,Furnished,2,11485091,34313
Vikas Nagar,3,5,4,1418,Furnished,16,9544360,33259
Barkheda,1,2,3,644,Semi-Furnished,5,2735541,9111
Shyamla Hills,1,1,1,458,Furnished,17,3534732,10037
Piplani,4,6,4,2808,Furnished,2,19725612,60876
Roshanpura,4,8,2,2388,Unfurnished,20,11508986,34137
Gulmohar,3,5,3,1699,Semi-Furnished,13,10819756,34119
Shivaji Nagar,4,8,3,2554,Furnished,18,15366114,51307
Piplani,3,3,1,1798,Unfurnished,20,12586401,39533
Ayodhya bypass,5,15,3,3957,Unfurnished,1,20903566,62807
Indrapuri,3,6,1,1531,Semi-Furnished,14,6080773,17079
Shyamla Hills,5,11,1,3079,Furnished,2,23153713,78452
kohefiza,5,8,1,3093,Furnished,21,13910394,36615
Shyamla Hills,1,1,3,499,Semi-Furnished,29,3738774,12045
Narela,5,5,2,3051,Furnished,7,13128535,35133
Service road,2,4,3,1178,Semi-Furnished,10,6819358,24301
Piplani,3,5,1,1267,Furnished,10,8869480,28491
Minal,1,1,3,434,Unfurnished,13,2051549,5191
Gulmohar,5,14,1,4735,Semi-Furnished,17,30261437,97522
Shanti Nagar,3,5,3,1669,Furnished,3,9930799,32732
Lalghati,4,8,4,3046,Unfurnished,24,14548372,40814
Kolar hills,1,1,3,700,Furnished,27,3537420,8990
Ayodhya nagar,3,5,3,1647,Unfurnished,28,10256305,39727
VIP road,5,18,4,4572,Unfurnished,18,29777855,97547
char Imli,5,11,3,3017,Unfurnished,7,19837934,62283
Barkheda,4,11,3,2831,Semi-Furnished,19,12428325,35848
Ayodhya nagar,1,2,3,610,Semi-Furnished,28,3736442,15539
Indrapuri,1,1,1,463,Furnished,11,1949827,4894
Roshanpura,5,15,1,4847,Furnished,29,23282197,69301
Vikas Nagar,5,12,2,4874,Unfurnished,22,33184069,111788
Saket nagar,1,1,4,485,Furnished,2,3255148,11937
Ashoka garden,2,3,1,1003,Unfurnished,20,5164680,17977
Minal,1,1,4,581,Unfurnished,7,2697991,6095
Shivaji Nagar,3,7,2,1875,Semi-Furnished,0,11192382,38338
Service road,1,1,1,678,Unfurnished,23,3984973,12737
Misrod,3,5,1,1664,Semi-Furnished,8,6963246,19868
Prabhat petrol pump,2,2,4,992,Semi-Furnished,5,4888574,12529
Karond,2,2,4,964,Furnished,20,4789830,12775
Bairagarh,5,5,3,3831,Furnished,6,17139948,44434
Barkheda,4,5,2,2806,Unfurnished,2,12357054,35051
Govindpura,3,6,1,1901,Furnished,12,9997429,28567
Service road,1,2,2,705,Unfurnished,0,4175142,12146
VIP road,4,12,2,3063,Semi-Furnished,16,19952166,63552
Piplani,3,6,3,1830,Furnished,24,12899241,40376
Vikas Nagar,4,8,3,3010,Furnished,19,20371977,68174
Prabhat petrol pump,3,3,3,1730,Furnished,8,8504047,23003
Kamla Nagar,2,2,4,1150,Furnished,24,5977527,19375
Anand nagar,5,5,3,3713,Unfurnished,17,21459618,71622
Ayodhya nagar,5,5,4,4649,Furnished,14,28923395,105908
Arjun Nagar,5,11,1,3189,Semi-Furnished,26,19089363,64856
ibrahimpura,3,3,2,1744,Unfurnished,3,7529862,20216
Kolar Road,4,10,4,2510,Unfurnished,21,12566284,38057
Gandhi nagar,2,2,3,859,Furnished,12,5246082,18513
Ashoka garden,5,9,1,3390,Unfurnished,16,17556323,56048
Karond,4,7,2,2095,Semi-Furnished,12,10284120,29657
Service road,1,1,1,662,Unfurnished,1,3913501,12344
Sonagiri,4,7,3,2554,Unfurnished,19,11795302,29647
Shanti Nagar,1,2,1,699,Furnished,22,4086876,11977
Gandhi nagar,3,5,3,1750,Unfurnished,16,10774198,41792
jahangirabad,1,1,1,705,Unfurnished,6,3227530,7934
Ratnagiri,1,1,2,618,Semi-Furnished,24,3003929,8727
Barkheda,4,9,4,2590,Furnished,0,11422081,33374
Anand nagar,4,7,4,2804,Furnished,15,16182308,52282
Piplani,1,1,2,419,Furnished,12,2937576,7329
Shanti Nagar,3,4,1,1495,Semi-Furnished,0,8776251,27975
ibrahimpura,4,6,1,2448,Semi-Furnished,8,10582800,25882
Avadhpuri,1,1,4,573,Furnished,29,2523048,6702
Saket nagar,2,2,2,1069,Semi-Furnished,6,7264627,26504
Narela,5,5,1,3041,Furnished,18,13128009,33777
Piplani,2,3,4,816,Semi-Furnished,19,5680890,19136
Kolar hills,5,14,1,4136,Semi-Furnished,20,20755337,60754
Kamla Nagar,1,2,1,610,Furnished,18,3166396,9584
Vikas Nagar,2,3,4,1051,Unfurnished,17,7090108,25193
Karond,5,5,2,3620,Furnished,1,17748967,51950
Bittan Market,1,1,1,667,Unfurnished,30,4575481,16385
MP Nagar,1,2,3,590,Semi-Furnished,10,4724183,16116
Sonagiri,5,12,4,4249,Furnished,0,19631661,51185
Saket nagar,2,2,2,1142,Unfurnished,27,7834125,26589
jahangirabad,1,1,1,527,Unfurnished,18,2337751,8013
Govindpura,3,6,3,1535,Semi-Furnished,0,8142510,25767
Nizamuddin colony,3,4,2,1202,Furnished,30,7828871,23458
chuna bhatti,5,5,3,3342,Furnished,0,15656150,44955
Hoshangabad Road,2,2,4,809,Semi-Furnished,4,4031137,12092
Misrod,1,1,1,715,Furnished,18,2952756,7114
Arera Colony,3,5,4,1434,Semi-Furnished,19,10749466,35257
Arjun Nagar,2,2,2,935,Unfurnished,6,5519603,20262
chuna bhatti,5,15,4,4834,Unfurnished,23,22685031,62521
Ratnagiri,4,10,1,2562,Furnished,12,12135267,31957
Govindpura,2,2,1,933,Furnished,18,4864956,14007
Shanti Nagar,5,17,2,4606,Furnished,2,27075802,88430
jahangirabad,2,2,1,1199,Unfurnished,20,5456200,13921
Ashoka garden,4,5,2,2628,Furnished,19,13620682,43655
sultaniya road,4,10,1,3002,Furnished,18,15691733,46135
Ayodhya nagar,1,2,4,688,Unfurnished,13,4169406,17758
VIP road,5,10,4,3364,Unfurnished,28,21955410,68752
Gandhi nagar,2,2,4,804,Furnished,10,5033004,20386
MP Nagar,4,7,3,2545,Unfurnished,23,20407550,62886
Barkheda,1,1,2,533,Unfurnished,12,2428642,7890
Barkheda,1,1,3,557,Furnished,4,2404067,7043
Bittan Market,4,11,1,3313,Furnished,27,23217580,74547
MP Nagar,2,4,3,1021,Semi-Furnished,14,8131649,25481
chuna bhatti,3,4,2,1466,Unfurnished,9,6794945,18594
Gulmohar,4,7,3,2392,Semi-Furnished,0,15285325,48244
ibrahimpura,5,16,3,4191,Unfurnished,7,17955253,45751
Minal,4,10,4,2599,Furnished,26,12116259,34834
Minal,3,6,1,1535,Semi-Furnished,24,7126311,18278
Gulmohar,3,5,2,1878,Semi-Furnished,23,11931941,40941
Ratnagiri,3,5,3,1636,Semi-Furnished,8,7657163,22003
Shyamla Hills,4,5,2,2058,Semi-Furnished,1,15359948,51218
Nizamuddin colony,4,5,4,2070,Furnished,28,13510623,41816
Kamla Nagar,1,1,3,449,Unfurnished,19,2331922,7100
Hoshangabad Road,4,4,2,2349,Furnished,26,11885931,33533
Bawadiya Kalan,2,2,2,953,Furnished,10,4259677,11661
Ayodhya bypass,2,4,4,1036,Unfurnished,5,5407686,14621
Ashoka garden,5,18,1,4512,Furnished,27,23401564,70655
Vijay nagar,4,7,2,3060,Unfurnished,5,22025692,74976
Tajul masjid,2,2,1,958,Furnished,2,5169945,18897
sultaniya road,1,2,2,522,Furnished,7,2646215,10316
Service road,4,11,4,3150,Furnished,27,18283339,61829
Kolar Road,2,4,4,1110,Furnished,11,5491227,18194
Karond,5,7,1,3608,Furnished,23,17655403,49015
Prabhat petrol pump,5,10,4,3568,Furnished,30,17546164,50899
Ashoka garden,3,5,1,1536,Furnished,15,7915987,24792
Arera Colony,5,12,2,4212,Furnished,5,31653800,102959
Shanti Nagar,5,9,1,4077,Semi-Furnished,25,24117557,75798
Arjun Nagar,5,16,3,4466,Unfurnished,7,26879763,89312
Gulmohar,3,3,2,1228,Furnished,18,7880600,26036
Habibganj,4,5,1,2729,Furnished,23,15015913,48642
Shivaji Nagar,2,4,4,1103,Semi-Furnished,25,6603967,23880
Misrod,5,7,4,4052,Unfurnished,10,17086535,45932
Indrapuri,5,7,1,3764,Furnished,1,15106974,39472
Shivaji Nagar,5,9,2,3765,Semi-Furnished,14,22572388,74153
Ayodhya nagar,1,1,3,669,Semi-Furnished,11,4204385,15789
Arera Colony,4,4,3,3109,Semi-Furnished,1,23294232,74222
Indrapuri,4,7,1,2770,Unfurnished,18,11021244,26373
Arera Colony,4,5,2,2212,Furnished,30,16582412,53334
Sonagiri,2,2,4,866,Unfurnished,0,3934993,8552
Bittan Market,3,5,3,1825,Furnished,29,12820075,40896
Lalghati,3,5,1,1274,Unfurnished,11,6052744,18861
Ratnagiri,4,5,1,2656,Semi-Furnished,11,12520199,34573
Narela,3,4,1,1363,Unfurnished,13,5798500,15989
Ayodhya bypass,5,15,4,4544,Furnished,18,24032823,74001
char Imli,4,4,1,3049,Furnished,29,20094907,64183
ibrahimpura,4,9,4,3260,Unfurnished,16,14063591,36087
Bairagarh,3,3,1,1246,Semi-Furnished,1,5690796,16169
Bairagarh,2,2,1,1004,Semi-Furnished,21,4480027,12642
Bawadiya Kalan,1,2,4,623,Furnished,10,2793108,6310
char Imli,1,1,4,460,Semi-Furnished,7,2978620,8393
Piplani,1,1,1,441,Furnished,10,3113787,8445
Prabhat petrol pump,1,2,3,777,Semi-Furnished,0,3813122,12604
Minal,1,1,4,479,Semi-Furnished,18,2340389,7152
Hoshangabad Road,1,2,4,603,Unfurnished,16,3116921,8019
sultaniya road,5,6,3,4730,Semi-Furnished,20,24502076,74475
Gulmohar,3,3,3,1570,Furnished,30,10091078,31996
kohefiza,4,6,3,2962,Semi-Furnished,24,13304035,36116
Kolar Road,3,4,1,1659,Furnished,28,8368564,25678
Kolar Road,1,2,2,570,Semi-Furnished,14,2827417,8748
Minal,2,4,2,1173,Furnished,16,5547346,16061
Ratnagiri,4,9,1,2262,Furnished,20,10689105,28156
Arera Colony,4,8,2,3285,Unfurnished,17,24679051,80383
MP Nagar,5,12,3,4130,Semi-Furnished,23,32969585,104814
Bawadiya Kalan,3,4,1,1481,Semi-Furnished,4,6710895,19447
VIP road,4,7,2,2005,Unfurnished,3,13062090,41548
Ayodhya nagar,5,8,4,3328,Semi-Furnished,21,20716214,78536
Habibganj,3,3,3,1731,Unfurnished,14,9608002,32375
Anand nagar,4,12,3,3139,Furnished,7,18130123,61020
Gandhi nagar,3,3,3,1897,Semi-Furnished,23,11733450,42984
Shivaji Nagar,4,11,2,3089,Furnished,9,18537858,59836
Ratnagiri,3,4,4,1764,Furnished,27,8250972,22745
kohefiza,1,1,3,519,Furnished,1,2435267,7833
chuna bhatti,4,11,4,3157,Unfurnished,13,14861556,42512
Bittan Market,1,2,4,621,Semi-Furnished,7,4351546,14175
Vikas Nagar,2,3,3,1065,Semi-Furnished,30,7184646,24636
Indrapuri,1,2,3,590,Unfurnished,16,2363253,6423
Ratnagiri,2,4,1,1021,Unfurnished,29,4870640,13162
Hoshangabad Road,1,1,4,759,Furnished,27,3797485,13047
char Imli,1,1,1,415,Semi-Furnished,24,2713314,6995
Shyamla Hills,2,3,3,803,Unfurnished,10,5957850,20677
Roshanpura,1,1,1,462,Semi-Furnished,18,2179955,6700
Ratnagiri,1,2,1,575,Semi-Furnished,16,2771293,7947
Avadhpuri,3,4,2,1342,Semi-Furnished,21,5978226,16990
Anand nagar,1,2,1,769,Furnished,12,4465128,15679
Shanti Nagar,4,8,3,3430,Furnished,10,20167046,64955
Vijay nagar,3,5,4,1602,Semi-Furnished,17,11434831,37267
Bittan Market,5,8,4,4624,Furnished,2,32300643,100470
Karond,4,4,1,2581,Unfurnished,10,12658829,37075
ibrahimpura,1,1,4,423,Furnished,27,1905223,3629
Shyamla Hills,5,11,4,4417,Unfurnished,22,33049831,111818
Barkheda,1,1,3,566,Semi-Furnished,27,2480975,9222
Lalghati,4,8,4,2951,Furnished,0,14220875,41668
Minal,2,3,2,833,Semi-Furnished,5,3993144,12273
Habibganj,5,9,4,4619,Semi-Furnished,25,25406814,85055
Prabhat petrol pump,5,12,4,3529,Semi-Furnished,18,17261945,49364
Ashoka garden,4,6,3,2668,Semi-Furnished,25,13889875,42120
Lalghati,2,2,3,1026,Unfurnished,27,5011732,12853
Kolar Road,4,7,1,2791,Furnished,28,13983406,41582
Bittan Market,2,3,3,911,Semi-Furnished,15,6450567,21874
Gulmohar,5,5,2,3070,Furnished,23,19746820,62672
char Imli,1,1,3,637,Semi-Furnished,8,4151854,13649
Chuna Bhatti,4,7,1,2276,Unfurnished,13,10642073,29825
ibrahimpura,3,5,1,1553,Furnished,25,6614524,15879
eidgah hills,1,1,3,467,Furnished,29,2765230,10496
chuna bhatti,5,14,4,4438,Semi-Furnished,9,20941565,58066
Karond,3,4,2,1751,Furnished,4,8612652,23408
MP Nagar,3,5,1,1485,Furnished,24,11873749,37753
Prabhat petrol pump,4,8,1,2136,Semi-Furnished,20,10445462,31904
Saket nagar,4,11,1,2804,Unfurnished,9,19072892,64781
jahangirabad,1,1,1,705,Furnished,2,3235691,9422
Vikas Nagar,1,1,4,781,Semi-Furnished,9,5373857,16222
kohefiza,1,1,1,618,Furnished,29,2827120,6637
Gandhi nagar,3,5,4,1485,Furnished,10,9218996,34775
Sonagiri,3,6,4,1747,Semi-Furnished,8,8036598,22048
Ratnagiri,3,3,2,1452,Semi-Furnished,1,6866451,18758
Shyamla Hills,1,2,4,661,Semi-Furnished,12,5000540,14573
New market,3,4,4,1219,Furnished,26,8525897,24997
Ashoka garden,1,1,1,653,Unfurnished,0,3374828,9337
Kolar Road,1,2,4,792,Furnished,1,3899217,13497
Prabhat petrol pump,2,2,4,897,Unfurnished,10,4494770,11393
Gulmohar,1,1,1,408,Unfurnished,10,2549980,7742
Vikas Nagar,3,5,3,1898,Furnished,10,12912715,44210
Hoshangabad Road,4,8,2,2437,Semi-Furnished,27,12487391,37592
Bairagarh,4,9,1,2681,Furnished,27,12018760,31868
sultaniya road,3,6,2,1718,Furnished,27,8903179,26602
Saket nagar,1,2,3,636,Furnished,17,4381280,13452
Bawadiya Kalan,1,1,4,721,Semi-Furnished,22,3272739,9552
Bawadiya Kalan,4,7,4,2572,Furnished,23,11563727,32621
Prabhat petrol pump,4,9,3,2929,Semi-Furnished,29,14410652,39655
New market,4,9,2,2268,Semi-Furnished,7,15892031,49253
Kolar Road,5,15,1,4497,Furnished,20,22439389,66581
Vikas Nagar,4,5,1,2240,Furnished,8,15150587,51142
Govindpura,2,3,2,1116,Semi-Furnished,22,5985614,16424
VIP road,5,8,4,3121,Semi-Furnished,7,20251645,63869
New market,3,7,2,1915,Semi-Furnished,4,13408511,42585
Sonagiri,3,5,2,1269,Unfurnished,30,5867764,16262
Ashoka garden,3,6,4,1945,Furnished,7,10103347,29318
eidgah hills,5,11,1,4285,Semi-Furnished,13,25792908,84708
Minal,3,5,1,1973,Furnished,1,9305782,26360
Gandhi nagar,4,11,4,2908,Unfurnished,1,18051420,65973
MP Nagar,2,2,1,818,Unfurnished,14,6508434,21378
jahangirabad,3,3,2,1240,Semi-Furnished,18,5641985,14162
Hoshangabad Road,5,16,1,4308,Furnished,8,21983262,65914
eidgah hills,1,1,1,795,Unfurnished,1,4823329,15439
Ayodhya nagar,3,5,2,1279,Furnished,17,7931966,29057
Kamla Nagar,2,2,2,815,Furnished,30,4327687,14258
chuna bhatti,2,4,3,1038,Unfurnished,12,4907125,11983
Tajul masjid,1,2,4,527,Furnished,12,2931781,9831
Nizamuddin colony,5,13,2,3848,Semi-Furnished,2,25081114,81101
Bairagarh,1,2,3,766,Semi-Furnished,24,3420630,8898
Chuna Bhatti,1,1,2,679,Semi-Furnished,14,3238075,9817
ibrahimpura,3,3,4,1946,Unfurnished,17,8431664,19612
jahangirabad,2,2,2,998,Semi-Furnished,22,4544202,10486
Shivaji Nagar,2,2,2,1120,Furnished,28,6748385,23282
kohefiza,1,1,1,439,Furnished,11,2040977,3512
Kamla Nagar,2,2,3,1045,Furnished,24,5349870,16632
Ayodhya bypass,5,5,4,3249,Semi-Furnished,8,17167744,50084
Roshanpura,4,4,3,2950,Semi-Furnished,5,14206848,40795
